"flags","cltxt01"
0,"I want to die right now"
0,"I have a ""kebab"" Vagina and I'm really worried about loosing my virginity for what a boy will think of it"
0,"I hate alcohol! I hate that it's addictive! I hate how you can't stop! I hate what it does to you!"
0,"So my dad met my boyfriend and they got along well, I'm so glad!"
0,"I am sooooo happy and excited! Pretty Little Liars new episode is finally on Netflix!I've been waiting for 4 months for season 6B😄"
0,"I'm sick of being everyone's second choice=NIt sucks. Alot=-"
0,"I get really excited when I get a notification from this app. It's funny to think that when I give someone somewhere in this world a me2 =� or hug that they will get a notification and feel the same:\u000f"
0,"Attention seeking whore.\n\nI dont give a crap anymore. See yah"
0,"My weight is holding me back from so many things..."
0,"Being a mum at 16 is so special. Getting to spend more time with my princess"
0,"I'm bi and I like this girl, but I'm too afraid to admit cause of what everyone else will say =�"
0,"I didnt have very good support at college I ended up getting really ill and having to quit Im going to college elsewhere this year but Im worried the same thing'll happen and I wont have support there"
0,"Today is a new day. Enjoy it! "
0,"Just saw my granny in hospital and she is finally getting better!"
0,"I didn't get through my audition to my new highschool . feeling suicidal now"
0,"Am I important "
0,"Put a hug if yr lonely and want a hug and put a heart if yr in love, for me I'm lonely"
0,"Just because we are 17 why does everything have to revolve around sex? "
0,"Life's like play-doh, you shape it the way you want it to be."
0,"I wish they understood everything that I am going through. But they never do and it gets lonely being emotionally alone."
0,"Why do I want a boyfriend so badly?!? "
0,"Had a really hard day😭"
0,"WHY DO I GAIN WEIGHT SO FRICKING EASILY UGH 😡😠😐😕😞😔"
0,"Feel physically sick, so much stress today 😣"
0,"Any single guys in the macc area=\u0002=\u0002"
0,"I worry about him cuz I don't want anything to happen also I don't want him to just leave me "
0,"Sometimes I want to be all classy, successful and respectful, other times I wanna be a bad bitch, smoke weed and have threesomes or turn lesbian for a night."
0,"u came into my life for such a long period of time and that's why I trusted u. but u left so quickly and haven't spoke to me since. I'm am the as I am because of you. thank u for ruining me...=\u0014"
0,"Eh why u being a cunt to me..."
0,"i am so scared to get my exam results. i used to be confident now i feel like im going to dissapoint my parents"
0,"Ffs it's always my fault 😡😡😡"
0,"it's strange how you can see a regular face grow after years of taking the same train and yet you still don't know their name"
0,"I've left school but even thinking about it makes me so depressed "
0,"Last night I worked cashier at Rue and my anxiety got so bad I got sick and I hid it from everyone so I don't get fired cuz my family needs the income "
0,"I'm so worthless these days\n😔😔😔"
0,"I made it to 2016 and I am so proud of myself for that😌💙"
0,"'netflix n chill' more like clit flick and morning after pill😂"
0,"It makes me laugh how people say that your their bff then they leave you constantly for somebody else=*\u000b<�"
0,"Love the fact that others feel the same as me THAT OLLIE MUNRO IS THE LOVE OF MY LIFE AND I LITERALLY CRIED WHEN HE FOLLOWED ME BACK ON TWITTERd\u000fmet him the other day, we actually had a laugh=\u0004"
0,"First food exam today.... Wish me luck =\u0005"
10,"So, the razor won again. I couldn't help myself=\u0014=\u0014 "
0,"If I come out, I'll ruin a good friendship"
0,"Face mask, movie, Apple pie =L"
0,"Not in a good place "
0,"So my dads drunk at work again, phoning us being abusive fucking prick!!! I HATE YOU!!! 😡😡😡😡😡😡😡😡😡😭😭😭😭😭😭😭😭😭😭😭"
0,"It isn't love if it doesn't hurt =�"
0,"Summer shows who your real friends are.. Hm😬"
0,"2 weeks clean and it's getting so hard not to break it "
0,"How do I tell my councillor I believe I have PTSD?"
0,"I wish they had a notifications tab like 1 person liked this secret \u001ca quote of the secret\u001d another hugged instead of it popping up on the screen, does that make sense? like twitters notification tab"
0,"I have so many different personalities, you're bound to like one. - new pick up line probably "
0,"You look so innocent! =\u0007. You have seriously never met me then =\b"
0,"I hate people prettier than me... I hate everybody =\u0002=\u0002=\u0002"
0,"I'm done I'm tired of being tired, it's been years since I been happy and I can't take it anymore I just want the suffering to stop. I'm done with this life "
0,"yes, i can have attitude. sorry. "
0,"I wish I didn't care so much about the way I look when I laugh or if my hair is okay or if I look fat in what I'm wearing. I just want to be care free like before..."
0,"Im fucked again great"
0,"he said he would leave me if I cut again \n😭😭"
0,"Mum asked me why I'm hiding my arms from her all the time... She asked if I self harmed... I said no... I lied... 😕😔"
0,"There is a girl I like and she has invited me to her party but I really want to get off with her but I'm afraid she won't want me too or if I do I will mess it up"
0,"I love you please never give up ❤️"
0,"I don't understand why am I always the 'second' choice? "
0,"I hope you all have the best year <3"
0,"I slept with my best friends brother and she walked in on us.. Awkward."
0,"He lied to me.. He said sorry and now he thinks it's all okay. But it's not, it hurts so much.. 😓"
0,"Always feel like I'm never good enough, no matter how many people tell me I am... "
0,"I wanna kill myself but no ones knows. No one would care"
0,"Bring confident with yourself is all that matter!"
0,"Whilst trying to pick myself up, depression kicks me right back down."
0,"I love the amount of love here on this app...I just wish it could be like this everyday and everywhere. Judge less=) "
0,"My step dad goes out of his way to ruin my life =%"
0,"Why is my school making such a big deal about mock exams??? I don't need to add unnecessary stress to my list of mental issues "
0,"Sometimes when I poo, my bum goes red and sore and maybe it's down to the fact that my stepbrother gave me anal after I baited him with cheddar"
0,"I am who I am.. Deal with it"
0,"I hate that I can't get close to boys or men&can't trust them because the man that was never meant to hurt me&was always meant to love me, never has&probably never will... And that hurts, a lot"
0,"Why are there no other lesbians in this town. Why. =\u0002=\u0012"
0,"this app is actually pretty amazing and I hope I get verified soon so that I can leave people supportive comments 😊"
0,"I'm Hannah Montana.."
0,"I don't really have any friends ... "
0,"Sometimes I just wanna swap lives with someone even for a day who has a normal life and no issues."
0,"I'm 18 and still sleep with a teddy bear! It makes me feel safe"
0,"Feels like I'm always in this role where I pretend to care about others sadness or happiness, but in reality I just don't. Problem is it's always been like this and I don't know how to do it."
0,"A chunk of my hair fell out.. Right at the front "
0,"Isn't it strange? I am learning German, and I found a youtuber that speaks German. I somehow enjoy her videos, even when I barely understand a few words! Anyone else?? 😂✌🏻️"
